Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Armenia,ARM,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.69893241,45.74975686,47.41304375,48.21266939,49.91050943,50.76525836,52.61630512,53.9731853,53.2412028,52.79574393,55.27343253
American Samoa,ASM,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,75.05528487,75.61690498,75.10732687,73.5559808,73.13745139,75.69758603,76.52254991,76.79312076,75.81474701,72.35997886,71.85339199,71.74205004,71.51493652,72.49248329,72.3129916,73.23932169,74.21676575,74.21173011,73.67418167,73.67553636,74.02253941,74.43390562,74.152866,76.20652564,75.84740665,74.98669747,74.47962392,73.16804053,72.6147719,68.27708442,67.64095981,67.26905079,68.41721217,70.68763723,72.08020523,71.61574883,70.94839666,70.38716408,69.88088344,68.5308267,67.3907778,65.81373128,66.70365794,66.40551863,66.61698391,65.58298019
Australia,AUS,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.54292972,61.29725045,61.94916476,62.6170833,62.57883807,62.45613257,62.50340311,63.4621327,63.62988357,64.38601968,64.40452459,64.20109889,63.99804771,64.31454577,64.29204974,64.376069,63.72614385,64.33789342,64.47899467,64.09260256,65.72084566,64.63868167,65.1707533,66.25163196,65.68759981,67.23283671,68.21774222,67.00558554,66.65177857,66.07815729,66.32595274,65.65115008,62.42794118
Austria,AUT,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,49.60392127,50.52802293,50.52671771,51.68574911,51.59590594,52.20077802,53.44495348,54.00409201,54.22134428,54.58824701,55.03606846,55.58785868,55.73284819,56.06704974,56.10866351,56.44930138,57.34876287,58.39535497,58.17479553,58.91782259,58.68089384,58.49159639,58.86279371,58.73121872,59.30901534,59.48752858,60.29569645,60.39357126,60.31826678,60.57242618,60.70337865,60.31531249,61.02663208,62.16858104,62.29415785,62.27624367,62.00085522,62.32658311,62.65379327,62.8806356,62.60349078,62.56298193,62.85933477,63.12987899,62.88559218,62.41391114,62.11085513
Azerbaijan,AZE,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.75443383,34.24401198,28.82305346,35.90095541,38.04278089,37.94170025,30.84974017,35.81673685,43.34127768,39.0453233,35.78559166,34.47964482,32.45525773,31.92471839,31.79878549,25.40946297,23.31405832,21.63219971,23.44209362,31.22452706,27.93359237,27.32383549,29.20829246,30.91402839,33.61586468,39.99595439,38.69246606,37.57609706,34.79798232,36.4910704,42.35423633,37.70117335,32.19670646
Burundi,BDI,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,17.76016875,18.98507031,21.46521944,18.22739385,19.50789827,19.46387474,20.5786077,19.29394743,20.61095806,20.25212745,23.24253341,23.96089169,25.62901634,25.46156292,23.66054277,23.14991606,25.09070634,25.46715402,25.8545445,23.40064387,22.98713624,23.34849786,22.68145959,22.35135726,26.77037965,28.46097,28.12455169,32.57208285,33.49822589,35.71339482,32.1289977,34.99861277,35.50594768,33.8265616,33.97993703,34.01465267,35.70226735,39.91886758,38.32144077,37.83945218,36.95112487,37.99415081,38.84958902,36.02377566,39.12782297,49.37163596,47.67308455,49.33370562,49.11498323,47.82754,45.47971,44.80546,45.37360224
Belgium,BEL,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.79132744,62.5668554,62.06941944,62.6376149,63.41402416,63.05584289,64.16341542,64.6783107,65.31204459,65.24479339,65.87433266,66.14894903,66.05405,66.95736178,68.08687435,67.65763406,67.97273596,68.49910157,68.77188964,69.16114583,69.2286131,69.37556341,69.31069109,69.62726725,69.34728933,69.51754071,68.79611622,68.25745164
Benin,BEN,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,43.61530218,43.99291247,45.49941815,44.8122107,43.67841036,47.39872559,43.54556724,46.50592429,50.26311705,50.44027173,51.9683982,52.1614597,51.88085246,52.07995388,51.38207924,53.29700436,53.89345935,55.58792754,51.4524915,51.66376851,52.28564183,54.42494321,52.37638103,51.48538097,49.61898729,51.75202597,54.22109646,54.35448323,52.22523509,49.37509907,52.89166958,52.97359608,53.33041536,53.6634374,54.36794101,53.517529,51.02775862,50.69736208,50.85687892,33.49007192,35.31866315,37.59521955,35.78961069,37.20553213,36.89730754,38.01879158,39.23787431,41.00986958,43.8028111,44.09027851,44.54743973,46.97923755,48.8721212,49.4207609,49.52855165,49.2408969,48.20319961,48.40097922,48.80007884,48.02682134,47.89733209,45.88497317,46.89366165
Burkina Faso,BFA,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,38.26600701,38.47785657,38.65131321,36.88083268,36.64912939,41.15305816,40.7146337,42.17703329,43.33303671,43.15688091,44.54656487,40.78715677,40.91531698,39.79468329,41.70642413,40.39885722,38.74915255,43.90615173,42.77554544,47.02201352,48.46614256,48.4483111,50.48553509,49.86295392,49.42898335,43.21610469,45.03135823,45.94705325,45.31412948,45.85113303,47.59259737,46.35862274,46.40653949,46.27760426,39.39365713,39.53282371,37.47487217,38.3333247,37.98751931,43.95128396,47.74313235,46.39321659,46.59963429,44.91447627,46.4776364,44.54948913,47.13852823,48.17893413,45.0673521,45.88973089,42.12072485,40.56260688,40.31882105,41.55892704,42.49592913,44.05782674,43.80582668,43.96798359,43.55081264,44.87075338,40.82609106,42.09366673,40.91507779
Bangladesh,BGD,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,35.55187206,35.2176463,35.01756422,35.04873896,36.2201389,36.45828048,35.73754385,36.04469322,37.18191451,35.40077707,36.70941718,41.28485001,34.3259919,31.25080951,29.99071872,26.43481356,33.63634027,34.37286917,31.43997901,31.86153313,44.55566559,45.69143521,46.14477528,45.78258201,41.64744981,44.41744049,45.08441949,45.49177078,46.38867192,47.18134255,46.70069084,44.35733513,44.38379684,46.04466406,46.28377825,45.12850071,50.12420143,49.93417578,49.83362704,50.20074326,50.5663243,50.58011856,51.5724175,52.40049242,52.80586182,52.8799569,52.74459719,52.8840218,52.93212168,53.32332353,53.49829628,53.04579211,53.15157724,53.39018142,53.63575432,53.71383194,51.20780399,51.38390054,50.89016072,50.84928357,51.51130933,51.30150694,51.03808268
Bulgaria,BGR,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,30.49241984,29.0035229,24.98604074,25.09575845,24.07415009,25.13736643,21.37009859,30.05723859,32.47716136,32.74169261,35.20332404,35.69859985,39.11952191,45.28738709,44.68474125,65.27827969,65.93147486,49.09088244,54.43540935,53.40346276,54.01625891,53.49107333,55.26064208,53.85262004,54.05453377,53.52907146,52.94011189,53.92317204,53.21625177,56.09344935,59.49520309,57.58952856,57.18346602,58.1843325,58.7293538,58.2883826,57.61131474,57.98226624,60.85530823,61.41575976,61.44678942,62.26626732,57.66068355
Bahrain,BHR,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,36.44762974,37.33416673,41.65452291,46.190544,45.89036432,,,,,,,,,,,,,,,,,,,,,,53.46352793,52.80999403,48.30707643,55.59649707,53.68171292,49.3409427,51.18788348,50.83948789,52.47439417,58.8349162,59.60223921,57.44429133,55.75987399,54.79850839,56.94294943,52.02569922,47.93511226
"Bahamas, The",BHS,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,73.43099309,72.98659771,72.95854398,73.11717292,,68.48252776,70.15502211,66.84857095,66.60829849,71.17483829,67.46370052,68.13537474,67.93385979,76.84496775,76.91249513,80.11327625,77.67130937,82.35320991,80.94438114,81.46817,82.29112486,82.16892702,78.92891391,82.23601806,81.16853506,82.28945017,81.07462935,79.80378235,76.94044121,78.35327754,78.07195712,77.90951692,77.89512203,76.14477496,75.95308845,74.48597487,80.35490948,79.13182276,79.39507187
Bosnia and Herzegovina,BIH,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.29138812,53.60000242,35.7000015,39.36432995,38.70941073,44.48688982,54.35316558,54.56063812,54.89862575,55.790661,55.60727203,54.63792035,52.59453371,52.54003278,53.65132437,55.64013609,55.50865567,55.81472748,56.78615983,56.1571218,56.78346264,54.92883625,54.17487865,54.45006169,53.73282537,54.57076717,54.65616613,53.86746969,53.73739144
Belarus,BLR,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.61200924,22.22222222,27.17391304,40.60913706,44.41072332,41.15054817,39.36425857,37.91047624,39.5825174,40.03573619,39.89467691,44.3475881,44.07057842,43.25280051,41.8164579,39.62832215,40.83288127,40.47154694,37.99144469,42.17288462,43.47499616,44.13123078,43.29360299,45.42212965,45.65209298,47.74218663,48.52289124,47.63399781,47.81066056,48.42650595,49.01182867,48.69656658,48.27615037
Belize,BLZ,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,40.64563463,43.14888011,43.86249453,49.25677752,55.68861968,56.6909898,54.36161591,55.70737323,55.24007394,50.76164532,49.73849916,51.64666983,53.3368552,54.36435726,55.3913266,55.43194407,56.81279326,56.4215394,56.03877863,57.23116359,57.97190919,59.18231795,57.49895609,58.9822399,59.70754258,61.27284669,61.39264484,62.46976736,60.49154649,60.1565566,60.39757085,61.60699197,61.69304285,61.13826326,62.16169469,62.28886672,61.92632834,62.15586519,61.88526013,62.61176072,63.96339741,64.16560108,61.34664183,61.82963877,59.22167937
Bermuda,BMU,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.92083624,89.74511821,90.68708856,90.07025629,90.81535544,90.41111926,90.13227852,89.7082683,89.61685043,89.14517681,90.33390749,92.52542373,
Bolivia,BOL,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,44.31385532,46.23540258,43.8277512,41.54004432,40.022843,44.76703105,45.73691624,45.2547963,46.71684264,48.03236892,44.73820842,44.53066035,44.9219931,42.47183781,43.20220663,43.42372375,44.29850609,46.72855516,46.12102293,46.42444104,46.11378289,46.60919402,47.51949373,48.93584702,48.32160764,46.73082343,47.5103919,49.220347,51.7171694,54.22011738,52.16181966,52.6537766,52.29955206,51.28805477,49.28496949,46.82019694,43.13178499,42.50957194,40.49602365,43.50852618,43.55243055,41.01319173,40.44349194,40.21178175,41.46535066,45.97640028,49.80233245,48.7378534,49.09409569,50.71991512,52.80726175,50.57814859,
Brazil,BRA,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,32.34709724,29.97335642,45.75337701,39.71433126,44.27865069,41.24162094,39.93016211,43.26159793,41.58989775,41.7404216,41.47177225,42.20243575,41.44430352,38.71448367,39.12885653,40.34872403,41.51516697,41.09207219,42.81938664,44.16091515,40.3921613,41.75996842,42.41902558,43.44155037,43.32850625,41.5153906,40.64470131,41.24641257,44.78031831,48.36730927,60.49660594,60.54971303,68.35745137,73.33788003,56.89434247,58.12141637,60.31887979,60.60571281,61.11859304,60.20365663,58.25186125,57.71369225,57.34814547,56.35782814,54.92047111,56.07589161,57.1381272,57.7262362,56.80486177,59.14505921,57.61292198,57.56816932,58.73360251,59.67875799,61.25097401,62.30786718,63.20369583,63.33867286,62.65335035,63.06784925,61.44844465,57.75560887,58.90998713
Barbados,BRB,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,58.71847925,63.81298234,62.11680801,61.38406406,61.87792034,50.94793713,53.43953592,54.40837249,53.22606597,53.23735696,56.17283951,54.64824928,54.27071179,54.3691717,55.02850062,70.99827032,70.51181102,71.52018396,70.60722892,71.93667668,72.15294909,72.82709297,71.95024876,70.43946347,70.59120768,71.26327831,71.501064,73.69225817,71.74170432,72.85382494,71.93480822,72.52366761,72.05914916,72.54763507,73.84915094,73.31021111,71.90567008,72.12539609,73.51010208,73.02488371,73.62809235,73.31756715,72.63144496,72.37973358,73.24505799,73.38178004,71.10120154,
Brunei Darussalam,BRN,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,8.149224065,9.146693618,8.421262194,14.21406265,18.30494655,14.89396598,14.5410097,17.45894086,19.46742644,21.70016864,25.46322117,26.9765102,39.26707688,38.56125774,45.51968678,39.23575895,37.47552421,39.40522127,38.63571387,41.68753241,44.97291847,44.567462,42.57376404,42.72730984,47.05586578,43.58042837,35.30581414,38.82298634,38.24441176,34.63025728,31.01937757,27.49306737,26.11737208,28.00552591,25.25112879,33.68585576,32.50266453,27.35682101,28.2803647,31.24558064,32.83602448,39.43044999,42.97528702,40.85102253,37.33687722,38.17759858,41.45035457,37.62864505,32.52018254
Bhutan,BTN,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,46.22976821,42.59149353,39.84766008,37.54315714,36.59963019,38.00755375,39.10806476,37.88949067,39.4170041,41.46061927,40.48934629,40.85559881,38.56894279,38.7820317,35.26025536,34.31404481,35.40290658,34.98590902,37.59391632,36.12569391,37.07403144,36.33030839,35.02068036,35.34237959,36.97466136,39.13304655,38.57765456,35.17700712,36.32665561,37.94330227,37.31218971,38.99847353,37.32027262,37.20227456,38.234779,38.61861691,38.32352226,38.05568269,39.92523723,43.46939254,43.465751,43.99092052,
Botswana,BWA,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,43.12016263,45.90883382,48.49140389,50.5384158,48.30266301,46.95121951,46.34146341,43.75676286,43.89473684,41.76417642,39.448876,39.42731278,39.37844217,40.04131012,40.32219283,33.63792119,35.45595054,35.71334648,33.66397382,30.55971266,29.90722212,33.32220367,34.43854361,32.75265389,31.54774836,30.05257078,29.72601169,28.94681012,26.93763183,28.44991993,31.82627068,32.93138789,34.71322946,37.85698945,45.36143547,46.26401687,44.78038275,44.1444145,46.10473375,44.41073482,42.74691052,45.28806333,47.59738232,49.69706398,47.95429188,45.28381107,47.84476426,48.31222623,51.76872673,58.27322437,54.73649722,51.70792471,55.58132843,55.1237949,53.03424399,56.87590862,54.12489121,56.96806354,58.43627594,61.22292828,65.91715827,60.22196649,55.87295098
Central African Republic,CAF,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.31143009,29.32937286,28.57003593,30.87110173,40.85579919,42.7402098,43.23164358,42.76108721,42.94387879,43.00858844,40.12957596,39.00274215,38.67638428,40.56480868
Canada,CAN,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.82292878,63.58332828,62.57092598,61.30066732,62.54146881,63.01576544,62.92361298,62.40435898,62.03346575,62.72319311,63.09642128,62.73445421,66.86904248,65.73341913,64.79820615,65.16324113,65.16744128,64.90199745,67.00099777,67.9588533,67.11667206,66.86584615,67.67116348,,,
Central Europe and the Baltics,CEB,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.67115256,51.14688626,51.61981769,52.72723225,53.89109781,55.17961113,55.60937409,56.31495605,55.96876144,54.63940174,54.98523321,54.84069292,54.71638987,54.80139714,56.16225604,55.40625725,54.01124576,55.29017446,56.11971653,55.49376579,55.44816313,56.0246345,56.79071152,57.27232369,57.806676,58.53306821,58.32446919,57.66626211
Switzerland,CHE,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.68528847,65.44212005,66.53733206,67.01779556,66.28353127,66.54472257,67.85032824,68.40536262,68.93339192,68.60211818,69.07736836,68.7312208,68.8639747,69.43847197,69.70325566,69.63312131,69.47899745,69.50557666,69.57191386,71.0151374,71.0396768,70.77907666,71.48716652,71.38735209,71.74878424,72.03171257,72.25789171,72.09011659,72.06351529,71.86188459,71.76339406,71.92333801,72.38673
Channel Islands,CHI,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.41908007,92.08642809,92.01228879,92.19230296,92.95701032,91.03000234,
Chile,CHL,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,52.12192263,52.55687748,51.49531056,50.97631427,50.0990099,50.24726917,49.76407915,49.72746454,49.6933683,49.3957814,50.48213215,52.47324361,53.29927374,51.72394249,44.44468481,54.56459421,50.34698312,52.37653369,54.17094647,53.91999482,55.11256028,57.59641197,59.79705855,52.89858942,49.2840441,50.1638897,51.65858536,50.33046614,45.93355153,47.36795441,47.12759845,46.6087323,48.2021131,49.3314378,49.28211651,48.33633853,52.4243926,53.32429826,55.12174235,56.23073897,55.60647359,56.19145356,56.35055914,55.68002664,53.64534842,52.1481092,48.41260701,49.54815235,54.44853124,55.51124998,53.81278118,54.36976409,56.29821325,57.22098524,57.15287588,58.34470936,58.98263633,58.27680715,58.00126866,58.81684622,56.29673996,54.42041349,54.25886253
China,CHN,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,32.43316781,32.27298547,29.69368439,27.06881359,26.64126811,27.35870819,24.94308254,26.30698919,27.25187776,27.06146162,24.92871869,24.44543937,24.8119417,24.25078006,24.14329667,22.6879421,22.60590243,24.31076923,24.60446135,22.34259728,22.30837565,22.71406746,22.59369103,23.20325399,25.52931557,29.35332019,29.84707435,30.3607574,31.23777119,32.89243124,32.38277311,34.47853688,35.55580572,34.51599613,34.36265612,33.65293801,33.57027127,35.00567727,37.04332902,38.57534809,39.78765517,41.22312631,42.24794475,42.02821619,41.18314017,41.33592592,41.81684191,42.86966501,42.85977979,44.4066672,44.17699192,44.29305673,45.46330539,46.8804015,48.27094049,50.77164515,52.36209096,52.68473653,53.26996792,54.26890427,54.45853587,53.46820543,52.77588829
Cote d'Ivoire,CIV,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,38.95329295,39.7141906,40.11403643,41.13268943,44.13483313,44.45429938,44.67408962,46.3588575,48.139977,51.0031091,49.63957643,49.42686989,50.46127585,51.20729653,58.44384368,54.71539784,59.1561964,60.57692373,57.63966928,56.53761127,54.37927357,54.87793326,54.58658185,56.63749814,56.31724318,53.71634569,50.2560256,48.45280203,45.30984862,45.49986319,41.23436157,42.10759371,41.54831379,49.03090119,53.69654556,54.50439419,36.93197077,34.44408129,34.09887944,36.00029172,34.67687694,35.18316691,35.47238704,36.19859438,38.37306866,38.81677837,37.94481923,38.76728707,37.77954521,38.66536012,37.8322011,34.01313525,39.68673699,38.81344497,37.3151438,54.13261217,54.4935737,55.75003541,55.61864798,53.5918281,52.73088381,54.03949207,53.69625854
Cameroon,CMR,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,46.96742434,47.48923426,48.76248682,48.99614951,49.84272134,49.99999742,49.76515068,49.17891394,50.58990027,52.59002423,52.63759775,53.42959811,47.96163197,52.68960283,48.5346698,39.5525445,37.65809138,36.97583532,39.08326584,35.82629161,40.5484221,42.60175858,43.61916487,44.81562146,43.21254851,44.8878536,44.6979222,45.77347915,47.41899461,44.83161563,45.91205441,45.10764732,45.31126127,45.56927279,45.67887849,45.02945268,46.4356337,45.95072432,45.90001699,48.11040194,48.16268604,47.92962074,49.1015544,49.59949992,50.62330927,50.63272793,51.77038188,50.76169207,50.3174153,50.42782014,49.56032169,50.46646052,50.3626878,50.44644882,51.02687348,51.76192077,51.05502184,50.40849747
"Congo, Dem. Rep.",COD,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.78400571,25.79199731,33.52092023,29.92624912,30.98629447,28.29447186,44.51341862,34.54500012,38.05159829,41.98880955,40.17397566,43.40486397,44.51534982,43.56057551,38.72670525,38.35326828,35.37742181,33.11420829,33.1820626,32.33237873,31.70146247,33.10437481,33.82743725,33.75029293,33.11472215,35.85903911,35.70764289,33.18283986,31.48239199
"Congo, Rep.",COG,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,59.37167432,61.49744777,62.30312339,61.2734071,61.08809667,61.9341601,61.0701107,60.2739658,61.09324759,62.8446809,58.15789474,60.99212142,62.31884058,62.16887417,59.47480483,53.10218978,48.91846922,52.92553191,54.46293495,49.2941098,41.70365982,41.22207864,39.57746479,38.08808809,36.49453312,38.63826638,55.26430699,52.27446053,56.2168437,49.08644962,46.49606299,52.64732666,52.96239052,53.45349296,44.20171831,44.67903806,39.17057783,33.99719702,42.9875663,30.37328365,22.54307525,28.71161451,30.41949736,32.55241658,28.62610962,29.40113836,30.46417996,35.73651104,29.22961209,33.83048985,25.43317935,25.53722373,26.98567998,28.58568255,31.80597384,39.62167026,48.49920879,44.13206891,36.54164111,40.3804782,59.91826204,55.53207407,48.48619768
